meta_id,authors_id,primary_id,author,title,journal,year,doi,find,confidence level,note,note_2
MA01,Diao_etal_2023,Hajali_etal_NeurobiolLearnMem_2015,"V. Hajali, V. Sheibani, H. Ghazvini, T. Ghadiri, T. Valizadeh, H. Saadati, M. Shabani",Effect of castration on the susceptibility of male rats to the sleep deprivation-induced impairment of behavioral and synaptic plasticity,Neurobiol Learn Mem,2015,10.1016/j.nlm.2015.05.008,y,3,table 2,
MA01,Diao_etal_2023,Hajali_etal_PhysiolBehav_2016,"V. Hajali, V. Sheibani, S.E. Mahani, Z. Hajializadeh, M. Shabani, H.P. Aliabadi, H. Saadati, K. Esmaeilpour",Ovariectomy does not exacerbate the negative effects of sleep deprivation on synaptic plasticity in rats,Physiol Behav,2015,10.1016/j.physbeh.2015.03.010,y,3,table 2,
MA01,Diao_etal_2023,Hu_etal_JMedFood_2013,"Y. Hu, M. Liu, P. Liu, J.J. Yan, M.Y. Liu, G.Q. Zhang, X.J. Zhou, B.Y. Yu",Effect of kai xin san on learning and memory in a rat model of paradoxical sleep deprivation,J Med Food,2013,10.1089/ jmf.2012.2486,y,3,table 2,
MA01,Diao_etal_2023,Huang_etal_EurJPharm_2011,"L.Z. Huang, L. Wei, H.F. Zhao, B.K. Huang, K. Rahman, L.P. Qin",The effect of Eleutheroside E on behavioral alterations in murine sleep deprivation stress model,Eur J Pharm,2011,10.1016/j. ejphar.2011.02.036,y,3,table 2,
MA01,Diao_etal_2023,Karabulut_etal_BehavBrainRes_2019,"S. Karabulut, B.K. Korkmaz, R. Bayramov, F. Ozdemir, T. Topaloglu, E. Ergen, K. Yazgan, A.S. Taskiran, A. Golgeli",Effects of post-learning REM sleep deprivation on hippocampal plasticity-related genes and microRNA in mice,Behav Brain Res,2019,10.1016/j.bbr.2018.12.045,y,3,table 2,
MA01,Diao_etal_2023,Lai_etal_FoodFunct_2022,"W.D. Lai, T.H. Tung, C.Y. Teng, C.H. Chang, Y.C. Chen, H.Y. Huang, H.C. Lee, S. Y. Huang",Fish oil ameliorates neuropsychiatric behaviors and gut dysbiosis by elevating selected microbiota-derived metabolites and tissue tight junctions in rats under chronic sleep deprivation,Food Funct,2022,10.1039/d2fo00181k,y,3,table 2,
MA01,Diao_etal_2023,Li_etal_EurJPharm_2019,"H. Li, F. Yu, X. Sun, L. Xu, J. Miu, P. Xiao",Dihydromyricetin ameliorates memory impairment induced by acute sleep deprivation,Eur J Pharm,2019,10.1016/j.ejphar.2019.03.014,y,3,table 2,
MA01,Diao_etal_2023,Massadeh_ etal_PhysiolBehav_2022,"A.M. Massadeh, K.H. Alzoubi, A.M. Melhim, A.M. Rababa’H",Assessing the influence of salvia triloba on memory deficit caused by sleep deprivation in the context of oxidative stress,Curr Alzheimer Res,2022,10.2174/1567205019666220805092450,y,3,table 2,
MA01,Diao_etal_2023,Massadeh_ etal_CurrAlzheimerRes_2023,"A.M. Massadeh, K.H. Alzoubi, A.M. Milhem, A.M. Rababa’H, O.F. Khabour",Evaluating the effect of selenium on spatial memory impairment induced by sleep deprivation,Physiol Behav,2022,10.1016/j. physbeh.2021.113669,y,3,table 2,
MA01,Diao_etal_2023,Mhaidat_etal_BrainResBull_2015,"N.M. Mhaidat, K.H. Alzoubi, O.F. Khabour, N.H. Tashtoush, S.A. Banihani, K. K. Abdul-razzak",Exploring the effect of vitamin C on sleep deprivation induced memory impairment,Brain Res Bull,2015,10.1016/j.brainresbull.2015.02.002,y,3,table 2,
MA01,Diao_etal_2023,Moreira_etal_BrainRes_2003,"K.M. Moreira, D.C. Hipolide, J.N. Nobrega, O.F. Bueno, S. Tufik, M.G. Oliveira",Deficits in avoidance responding after paradoxical sleep deprivation are not associated with altered [3H]pirenzepine binding to M1 muscarinic receptors in rat brain,Brain Res,2003,10.1016/s0006-8993(03) 02688-x,y,3,table 2,
MA01,Diao_etal_2023,Moreira_etal_Sleep_2010,"K.M. Moreira, T.L. Ferreira, D.C. Hipolide, R.V. Fornari, S. Tufik, M.G. Oliveira",Modafinil prevents inhibitory avoidance memory deficit induced by sleep deprivation in rats,Sleep,2010,10.1093/sleep/ 33.7.990,y,3,table 2,
MA01,Diao_etal_2023,Nabaee_etal_BiomedPharmacother_2018,"Nabaee E, Kesmati M, Shahriari A, Khajehpour L, Torabi M.",Cognitive and hippocampus biochemical changes following sleep deprivation in the adult male rat.,Biomed Pharmacother,2018,10.1016/j.biopha.2018.04.197,y,3,table 2,
MA01,Diao_etal_2023,Rajizadeh_etal_PhysiolBehav_2018,"Rajizadeh MA, Esmaeilpour K, Masoumi-Ardakani Y, Bejeshk MA, Shabani M, Nakhaee N, Ranjbar MP, Borzadaran FM, Sheibani V.",Voluntary exercise impact on cognitive impairments in sleep-deprived intact female rats.,Physiol Behav,2018,10.1016/j.physbeh.2017.12.030,y,3,table 2,
MA01,Diao_etal_2023,Ramakrishnan_etal_MolImagingBiol_2015,"Ramakrishnan NK, Marosi K, Nyakas CJ, Kwizera C, Elsinga PH, Ishiwata K, Luiten PG, Dierckx RA, van Waarde A.",Altered sigma-1 receptor expression in two animal models of cognitive impairment.,Mol Imaging Biol,2015,10.1007/s11307-014-0780-x,y,3,table 2,
MA01,Diao_etal_2023,Saadati_etal_PhysiolBehav_2015,"Saadati H, Esmaeili-Mahani S, Esmaeilpour K, Nazeri M, Mazhari S, Sheibani V.",Exercise improves learning and memory impairments in sleep deprived female rats.,Physiol Behav,2015,10.1016/j.physbeh.2014.10.006,y,3,table 2,
MA01,Diao_etal_2023,Sahin_etal_BrainRes_2021,"Sahin L, Cevik OS, Cevik K, Guven C, Taskin E, Kocahan S.",Mild regular treadmill exercise ameliorated the detrimental effects of acute sleep deprivation on spatial memory.,Brain Res,2021,10.1016/j.brainres.2021.147367,y,3,table 2,
MA01,Diao_etal_2023,Silva_etal_NeurobiolLearnMem_2004,"Silva RH, Chehin AB, Kameda SR, Takatsu-Coleman AL, Abílio VC, Tufik S, Frussa-Filho R.",Effects of pre- or post-training paradoxical sleep deprivation on two animal models of learning and memory in mice.,Neurobiol Learn Mem,2004,10.1016/j.nlm.2004.04.005,y,3,table 2,
MA01,Diao_etal_2023,Solanki_etal_NeurosciLett_2016,"Solanki N, Atrooz F, Asghar S, Salim S.",Tempol protects sleep-deprivation induced behavioral deficits in aggressive male long–evans rats.,Neurosci Lett,2016,10.1016/j.neulet.2015.12.032,y,3,table 2,
MA01,Diao_etal_2023,Su_etal_JMedFood_2016,"Su X, Wang C, Wang X, Han F, Lv C, Zhang X.",Sweet Dream Liquid Chinese Medicine Ameliorates Learning and Memory Deficit in a Rat Model of Paradoxical Sleep Deprivation through the ERK/CREB Signaling Pathway.,J Med Food,2016,10.1089/jmf.2015.3530,y,3,table 2,
MA01,Diao_etal_2023,Turan_etal_BrainResBull_2021,"Turan I, Sayan Ozacmak H, Ozacmak VH, Ergenc M, Bayraktaro_lu T.","The effects of glucagon-like peptide 1 receptor agonist (exenatide) on memory impairment, and anxiety- and depression-like behavior induced by REM sleep deprivation.",Brain Res Bull,2021,10.1016/j.brainresbull.2021.06.011,y,3,table 2,
MA01,Diao_etal_2023,Wang_etal_JAgricFoodChem_2018,"Wang S, Su G, Zhang Q, Zhao T, Liu Y, Zheng L, Zhao M.",Walnut ( Juglans regia) Peptides Reverse Sleep Deprivation-Induced Memory Impairment in Rat via Alleviating Oxidative Stress.,J Agric Food Chem,2018,10.1021/acs.jafc.8b03884,y,3,table 2,
MA01,Diao_etal_2023,Wang_etal_BrainResBull_2020,"Wang W, Yang L, Liu T, Ma Y, Huang S, He M, Wang J, Wen A, Ding Y.",Corilagin ameliorates sleep deprivation-induced memory impairments by inhibiting NOX2 and activating Nrf2.,Brain Res Bull,2020,10.1016/j.brainresbull.2020.03.010,y,3,table 2,
MA01,Diao_etal_2023,Wang_etal_FrontPharmacol_2021,"Wang X, Wang Z, Cao J, Dong Y, Chen Y.",Melatonin alleviates acute sleep deprivation-induced memory loss in mice by suppressing hippocampal ferroptosis. Frontiers in pharmacology. 2021 Jul 16;12:70864,Front Pharmacol,2021,10.3389/fphar.2021.708645,y,3,table 2,
MA01,Diao_etal_2023,Wang_etal_Neuroreport_2009,"Wang GP, Huang LQ, Wu HJ, Zhang L, You ZD, Zhao ZX.",Calcineurin contributes to spatial memory impairment induced by rapid eye movement sleep deprivation.,Neuroreport,2009,10.1097/WNR.0b013e32832f0772,y,3,table 2,
MA01,Diao_etal_2023,Xu_etal_FrontPsychiatry_2021,"Xu S, Zhang Y, Xu Z, Song L.",Effect of the cPKC_-Ng Signaling System on Rapid Eye Movement Sleep Deprivation-Induced Learning and Memory Impairment in Rats.,Front Psychiatry,2021,10.3389/fpsyt.2021.763032,y,3,table 2,
MA01,Diao_etal_2023,Yang_etal_BrainRes_2008,"Yang RH, Hu SJ, Wang Y, Zhang WB, Luo WJ, Chen JY.",Paradoxical sleep deprivation impairs spatial learning and affects membrane excitability and mitochondrial protein in the hippocampus.,Brain Res,2008,10.1016/j.brainres.2008.07.033,y,3,table 2,
MA01,Diao_etal_2023,Zagaar_etal_Sleep_2013,"Zagaar M, Dao A, Levine A, Alhaider I, Alkadhi K.",Regular exercise prevents sleep deprivation associated impairment of long-term memory and synaptic plasticity in the CA1 area of the hippocampus.,Sleep,2013,10.5665/sleep.2642,y,3,table 2,
MA01,Diao_etal_2023,Zhang_etal_SciRep_2017,"Zhang K, Li YJ, Feng D, Zhang P, Wang YT, Li X, Liu SB, Wu YM, Zhao MG. ",Imbalance between TNF_ and progranulin contributes to memory impairment and anxiety in sleep-deprived mice.,Sci Rep,2017,10.1038/srep43594,y,3,table 2,
MA01,Diao_etal_2023,Zhang_etal_FoodFunct_2019,"Zhang Q , Su G , Zhao T , Wang S , Sun B , Zheng L , Zhao M.",The memory improving effects of round scad (Decapterus maruadsi) hydrolysates on sleep deprivation-induced memory deficits in rats via antioxidant and neurotrophic pathways.,Food Funct,2019,10.1039/c9fo00855a,y,3,table 2,
MA01,Diao_etal_2023,Zhao_etal_IntJClinExpMed_2014,"Zhao Z, Li Y, Chen H, Huang L, Zhao F, Yu Q, Xiang Z, Zhao Z.",Xylaria nigripes mitigates spatial memory impairment induced by rapid eye movement sleep deprivation.,Int J Clin Exp Med,2014,NA,y,3,table 2,
MA01,Diao_etal_2023,Zhou_etal_FoodFunct_2020,"Zhou HR, Wu JR, Bei L, Wang BX, Xu H, Wang JT, Ma SX.",Hydroalcoholic extract from Abelmoschus manihot (Linn.) Medicus flower reverses sleep deprivation-evoked learning and memory deficit.,Food Funct,2020,10.1039/d0fo02158j,y,3,table 2,
MA01,Diao_etal_2023,Zhou_etal_ImmunopharmacolImmunotoxicol_2022,"Zhou H, Wu J, Gong Y, Zhou Z, Wang J.",Isoquercetin alleviates sleep deprivation dependent hippocampal neurons damage by suppressing NLRP3-induced pyroptosis. ,Immunopharmacol Immunotoxicol,2022,10.1080/08923973.2022.2082976,y,3,table 2,
MA01,Diao_etal_2023,Zhu_etal_NeuralRegenRes_2008,"Zhu C, Yao X, Zhang W, Song Y, Hou Y.",Progressive paradoxical sleep deprivation impairs partial memory following learning tasks in rats.,Neural Regen Res,2008,NA,y,3,ref - incorrect info (DOI),
MA02,Ghirlanda_Lind_2017,Bird_Emery_CurrBiol_2009,"Bird CD, Emery NJ.",Rooks use stones to raise the water level to reach a floating worm,Curr Biol,2009,10.1016/j.cub.2009.07.033,y,1,figs,
MA02,Ghirlanda_Lind_2017,Taylor_etal_PLoSONE_2011,"Taylor AH, Elliffe DM, Hunt GR, Emery NJ, Clayton NS, Gray RD.",New Caledonian crows learn the functional properties of novel tool types.,PLoS ONE,2011,10.1371/journal.pone.0026887,y,1,figs,
MA02,Ghirlanda_Lind_2017,Jelbert_etal_PLoSONE_2014,"Jelbert SA, Taylor AH, Cheke LG, Clayton NS, Gray RD.",Using the Aesop's fable paradigm to investigate causal understanding of water displacement by New Caledonian crows.,PLoS ONE,2014,10.1371/journal.pone.0092895,y,1,figs,
MA02,Ghirlanda_Lind_2017,Logan_etal_PLoSONE_2014,"Logan CJ, Jelbert SA, Breen AJ, Gray RD, Taylor AH.",Modifications to the Aesop's Fable paradigm change New Caledonian crow performances.,PLoS ONE,2014,10.1371/journal.pone.0103049,y,1,figs,
MA02,Ghirlanda_Lind_2017,Cheke_etal_AnimCogn_2011,"Cheke LG, Bird CD, Clayton NS.",Tool-use and instrumental learning in the Eurasian jay (Garrulus glandarius),Anim Cogn,2011,10.1007/s10071-011-0379-4,y,1,figs,
MA02,Ghirlanda_Lind_2017,Logan_etal_PeerJ_2016,"Logan CJ, Harvey BD, Schlinger BA, Rensel M.",Western scrub-jays do not appear to attend to functionality in Aesop’s Fable experiments,PeerJ,2016,10.7717/peerj.1707,y,1,figs,
MA02,Ghirlanda_Lind_2017,Logan_PeerJ_2016,Logan CJ.,Behavioral flexibility and problem solving in an invasive bird,PeerJ,2016,10.7717/peerj.1975,y,1,figs,
MA03,Gottlieb_2005,Berger_etal_JCompPhysiolPsychol_1965,"Berger BD, Yarczower M, Bitterman MD.",Effect of partial reinforcement on the extinction of a classically conditioned response in the goldfish.,J Comp Physiol Psychol,1965,10.1037/h0022061,y,2,table 2,
MA03,Gottlieb_2005,Bouton_Sunsay_2003_ JExpPsycholAnimBehavProcess,"Bouton ME, Sunsay C.",Importance of trials versus accumulating time across trials in partially reinforced appetitive conditioning. Journal of Experimental Psychology,J Exp Psychol Anim Behav Process,2003,10.1037/0097-7403.29.1.62,y,2,table 2,
MA03,Gottlieb_2005,Gonzalez_etal_AmJPsychol_1963,"Gonzalez RC, Eskin RM, Bitterman ME.",Further experiments on partial reinforcement in the fish.,Am J Psychol,1963,10.2307/1419777,y,2,table 2,
MA03,Gottlieb_2005,Gottlieb_LearnBehav_2004,Gottlieb DA.,Acquisition with partial and continuous reinforcement in pigeon autoshaping,Learn Behav,2004,10.3758/BF03196031,y,2,table 2,
MA03,Gottlieb_2005,Longo_etal_ JCompPhysiolPsychol_1962,"Longo N, Milstein S, Bitterman ME ",Classical conditioning in the pigeon: Exploratory studies of partial reinforcement. Journal of Comparative and Physiological Psychology.,J Comp Physiol Psychol,1962,10.1037/h0049161,y,2,table 2,
MA03,Gottlieb_2005,Papini_Bitterman_JCompPsychol_1991,"Papini MR, Bitterman ME.",Appetitive conditioning in Octopus cyanea.. Journal of Comparative Psychology.,J Comp Psychol,1991,10.1037/0735-7036.105.2.107,y,2,table 2,
MA03,Gottlieb_2005,Papini_Overmier_InteramJPsychol_1984,"Papini MR, Overmier JB.",Autoshaping in pigeons: Effects of partial reinforcement on acquisition and extinction,Interam J Psychol,1984,NA,y,2,table 2,
MA03,Gottlieb_2005,Papini_etal_LearnMotiv_1985,"Papini MR, Overmier JB",Partial reinforcement and autoshaping of the pigeon's key-peck behavior.,Learn Motiv,1985,10.1016/0023-9690(85)90007-4,y,2,table 2,
MA03,Gottlieb_2005,Thomas_Wagner_JCompPhysiolPsychol_1964,"Thomas E, Wagner AR.","Partial reinforcement of the classically conditioned eyelid response in the rabbit. Journal of Comparative and Physiological Psychology, 58, 157–158. (1964).",J Comp Physiol Psychol,1964,10.1037/h0048811,y,2,table 2,
MA04,Grace_McLean_2016,Davison_Temple_JExpAnalBehav_1974,"Davison MC, Temple W.",Preference for fixed-interval terminal links in a three-key concurrent chain schedule.,J Exp Anal Behav,1974,10.1901/jeab.1974.22-11.,y,2,table 2,
MA04,Grace_McLean_2016,Mazur_JExpPsycholAnimBehavProcess_2000,Mazur JE.,Two- versus three-alternative concurrent-chain schedules: a test of three models,J Exp Psychol Anim Behav Proces,2000,10.1037//0097-7403.26.3.286,y,2,table 2,
MA04,Grace_McLean_2016,Fantino_Dunn_J Exp PsycholAnimBehavProces_1983,"Fantino E, Dunn RM.",The delay-reduction hypothesis: Extension to three-alternative choice,J Exp Psychol Anim Behav Proces,1983,10.1037/0097-7403.9.2.132,y,2,table 2,
MA05,Kavaliotis_etal_2023,Berro_NeurosciLett_2018,"Berro LF, Tufik SB, Frussa-Filho R, Andersen ML, Tufik S. ",Sleep deprivation precipitates the development of amphetamine-induced conditioned place preference in rats.,Neurosci Lett,2018,10.1016/j.neulet.2018.02.010,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Bjorness_Greene_eNeuro_2020,"Bjorness TE, Greene RW.",Sleep Deprivation Enhances Cocaine Conditioned Place Preference in an Orexin Receptor-Modulated Manner.,eNeuro,2020,10.1523/ENEURO.0283-20.2020. ,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Bjorness_Greene_SciRep_2018,"Bjorness TE, Greene RW. ",Sleep deprivation alters the time course but not magnitude of locomotor sensitization to cocaine.,Sci Rep,2018,10.1038/s41598-018-36002-1,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Frussa-Filho_etal_BrainRes_2004,"Frussa-Filho R, Gonçalves MT, Andersen ML, de Araujo NP, Chinen CC, Tufik S.",Paradoxical sleep deprivation potentiates amphetamine-induced behavioural sensitization by increasing its conditioned component.,Brain Res,2004,10.1016/j.brainres.2003.11.050,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Hanlon_etal_BehavBrainRes_2005,"Hanlon EC, Andrzejewski ME, Harder BK, Kelley AE, Benca RM.",The effect of REM sleep deprivation on motivation for food reward.,Behav Brain Res,2005,10.1016/j.bbr.2005.04.017,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Kameda_etal_PsychiatryRes_2014,"Kameda SR, Fukushiro DF, Trombin TF, Sanday L, Wuo-Silva R, Saito LP, Tufik S, D’Almeida V, Frussa-Filho R.",The effects of paradoxical sleep deprivation on amphetamine-induced behavioral sensitization in adult and adolescent mice. ,Psychiatry Res,2014,10.1016/j.psychres.2014.04.046,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Pinheiro-da-Silva_etal_PharmacolBiochemBehav_2017,"Pinheiro-da-Silva J, Tran S, Silva PF, Luchiari AC","Good night, sleep tight: The effects of sleep deprivation on spatial associative learning in zebrafish.",Pharmacol Biochem Behav,2017,10.1016/j.pbb.2017.06.011,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Puhl_etal_PharmacolBiochemBehav_2013,"Puhl MD, Boisvert M, Guan Z, Fang J, Grigson PS.",A novel model of chronic sleep restriction reveals an increase in the perceived incentive reward value of cocaine in high drug-taking rats,Pharmacol Biochem Behav,2013,10.1016/j.pbb.2013.04.010,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Saito_etal_PharmacolBiochemBehav_2014,"Saito LP, Fukushiro DF, Hollais AW, Mári-Kawamoto E, Costa JM, Berro LF, Aramini TC, Wuo-Silva R, Andersen ML, Tufik S, Frussa-Filho R.",Acute total sleep deprivation potentiates amphetamine-induced locomotor-stimulant effects and behavioral sensitization in mice. ,Pharmacol Biochem Behav,2014,10.1016/j.pbb.2013.11.032,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Brutcher_Nader_Psychopharmacology_2013,"Brutcher RE, Nader MA.",The relationship between cocaine self-administration and actigraphy-based measures of sleep in adult rhesus monkeys. ,Psychopharmacology (Berl),2013,10.1007/s00213-013-3101-1,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Chouhan_etal_Nature_2021,"Chouhan NS, Griffith LC, Haynes P, Sehgal A.",Availability of food determines the need for sleep in memory consolidation.,Nature,2021,10.1038/s41586-020-2997-y,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Chowdhury_etal_NeurobiolLearnMem_2011,"Chowdhury A, Chandra R, Jha SK.",Total sleep deprivation impairs the encoding of trace-conditioned memory in the rat. ,Neurobiol Learn Mem,2011,10.1016/j.nlm.2011.01.009,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Leenaars_etal_JNeurosciMethods_2013,"Leenaars CH, Girardi CE, Joosten RN, Lako IM, Ruimschotel E, Hanegraaf MA, Dematteis M, Feenstra MG, Van Someren EJ. ",Instrumental learning: an animal model for sleep dependent memory enhancement.,J Neurosci Methods,2013,10.1016/j.jneumeth.2013.04.003,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Magloire_Cattarelli_BehavBrainRes_2009,"Magloire V, Cattarelli M.",Delayed changes of sleep duration after rewarded olfactory discrimination learning in the rat,Behav Brain Res,2009,10.1016/j.bbr.2009.08.039,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Ouyang_etal_NeurosciLett_2011,"Ouyang X, Li P, Zhou S, Wang L, Qiao G, Tian S, Tang C.",Rapid eye movement sleep deprivation disrupts context-modulated effects on morphine locomotor sensitization in mice.,Neurosci Lett,2011,10.1016/j.neulet.2011.09.002,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Pearlman_Becker_Psychobiology_1973,"Pearlman C, Becker M.",Brief posttrial REM sleep deprivation impairs discrimination learning in rats.,Psychobiology,1973,10.3758/BF03326946,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Shi_etal_PharmacolBiochemBehav_2011,"Shi HS, Luo YX, Xue YX, Wu P, Zhu WL, Ding ZB, Lu L.",Effects of sleep deprivation on retrieval and reconsolidation of morphine reward memory in rats.,Pharmacol Biochem Behav,2011,10.1016/j.pbb.2011.01.006,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Tripathi_Jha_BehavNeurosci_2016,"Tripathi S, Jha SK.",Short-term total sleep deprivation alters delay-conditioned memory in the rat. ,Behav Neurosci,2016,10.1037/bne0000136,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
MA05,Kavaliotis_etal_2023,Tripathi_Jha_ACSChemNeurosci_2022,"Tripathi S, Jha SK.",REM Sleep Deprivation Alters Learning-Induced Cell Proliferation and Generation of Newborn Young Neurons in the Dentate Gyrus of the Dorsal Hippocampus.,ACS Chem Neurosci,2022,10.1021/acschemneuro.1c00465,y,2,Table 2 includes studies used for only the systematic review - I needed to compare the table 2  and the forest plot,
